Key	Value
YPL144W	CYTOPLASM
YPL145C	CYTOPLASM
YPL146C	OTHER
YPL150W	CYTOPLASM
YPL151C	OTHER
YPL152W	CYTOPLASM
YPL153C	OTHER
YPL155C	OTHER
YPL157W	OTHER
YPL158C	OTHER
YPL160W	CYTOPLASM
YPL161C	CYTOPLASM
YPL162C	OTHER
YPL163C	CYTOPLASM
YPL166W	OTHER
YPL168W	OTHER
YPL169C	OTHER
YPL170W	OTHER
YPL172C	OTHER
YPL177C	CYTOPLASM
YPL178W	OTHER
YPL179W	CYTOPLASM
YPL181W	OTHER
YPL183C	CYTOPLASM
YPL183W_A	OTHER
YPL184C	OTHER
YPL188W	OTHER
YPL190C	CYTOPLASM
YPL191C	CYTOPLASM
YPL192C	OTHER
YPL193W	OTHER
YPL194W	OTHER
YPL195W	OTHER
YPL198W	CYTOPLASM
YPL202C	CYTOPLASM
YPL203W	OTHER
YPL204W	CYTOPLASM
YPL207W	OTHER
YPL208W	CYTOPLASM
YPL210C	CYTOPLASM
YPL211W	OTHER
YPL212C	OTHER
YPL214C	CYTOPLASM
YPL215W	OTHER
YPL219W	CYTOPLASM
YPL220W	CYTOPLASM
YPL221W	OTHER
YPL222W	OTHER
YPL223C	CYTOPLASM
YPL225W	CYTOPLASM
YPL227C	OTHER
YPL228W	OTHER
YPL229W	CYTOPLASM
YPL231W	CYTOPLASM
YPL232W	OTHER
YPL233W	OTHER
YPL234C	OTHER
YPL239W	CYTOPLASM
YPL240C	CYTOPLASM
YPL241C	CYTOPLASM
YPL243W	CYTOPLASM
YPL245W	CYTOPLASM
YPL246C	OTHER
YPL247C	CYTOPLASM
YPL249C	CYTOPLASM
YPL249C_A	CYTOPLASM
YPL250C	CYTOPLASM
YPL252C	OTHER
YPL254W	OTHER
YPL255W	OTHER
YPL256C	CYTOPLASM
YPL259C	OTHER
YPL260W	CYTOPLASM
YPL262W	OTHER
YPL263C	CYTOPLASM
YPL265W	OTHER
YPL269W	OTHER
YPL270W	OTHER
YPL271W	OTHER
YPL273W	CYTOPLASM
YPL274W	OTHER
YPR001W	OTHER
YPR002W	CYTOPLASM
YPR004C	OTHER
YPR006C	OTHER
YPR008W	CYTOPLASM
YPR010C	OTHER
YPR011C	OTHER
YPR013C	OTHER
YPR016C	OTHER
YPR017C	CYTOPLASM
YPR019W	OTHER
YPR020W	OTHER
YPR022C	CYTOPLASM
YPR023C	OTHER
YPR024W	OTHER
YPR025C	OTHER
YPR028W	OTHER
YPR029C	OTHER
YPR031W	OTHER
YPR032W	CYTOPLASM
YPR033C	CYTOPLASM
YPR034W	OTHER
YPR035W	CYTOPLASM
YPR036W	OTHER
YPR037C	CYTOPLASM
YPR041W	CYTOPLASM
YPR042C	CYTOPLASM
YPR045C	OTHER
YPR046W	OTHER
YPR047W	OTHER
YPR049C	CYTOPLASM
YPR052C	OTHER
YPR055W	OTHER
YPR056W	OTHER
YPR057W	OTHER
YPR060C	CYTOPLASM
YPR061C	OTHER
YPR062W	CYTOPLASM
YPR065W	OTHER
YPR066W	OTHER
YPR067W	OTHER
YPR069C	CYTOPLASM
YPR070W	OTHER
YPR072W	CYTOPLASM
YPR073C	CYTOPLASM
YPR074C	OTHER
YPR075C	CYTOPLASM
YPR080W	CYTOPLASM
YPR081C	CYTOPLASM
YPR083W	CYTOPLASM
YPR086W	OTHER
YPR090W	OTHER
YPR091C	OTHER
YPR097W	OTHER
YPR098C	OTHER
YPR100W	OTHER
YPR101W	OTHER
YPR103W	CYTOPLASM
YPR104C	OTHER
YPR105C	OTHER
YPR108W	OTHER
YPR110C	OTHER
YPR113W	OTHER
YPR114W	OTHER
YPR115W	CYTOPLASM
YPR116W	OTHER
YPR119W	OTHER
YPR122W	OTHER
YPR124W	OTHER
YPR125W	OTHER
YPR127W	CYTOPLASM
YPR128C	OTHER
YPR129W	CYTOPLASM
YPR131C	CYTOPLASM
YPR132W	CYTOPLASM
YPR134W	OTHER
YPR135W	OTHER
YPR137W	OTHER
YPR138C	OTHER
YPR140W	OTHER
YPR141C	CYTOPLASM
YPR143W	OTHER
YPR144C	OTHER
YPR145W	CYTOPLASM
YPR147C	CYTOPLASM
YPR148C	OTHER
YPR149W	OTHER
YPR152C	OTHER
YPR154W	CYTOPLASM
YPR155C	OTHER
YPR156C	OTHER
YPR160W	CYTOPLASM
YPR161C	OTHER
YPR163C	CYTOPLASM
YPR168W	OTHER
YPR169W	OTHER
YPR171W	OTHER
YPR172W	CYTOPLASM
YPR173C	OTHER
YPR174C	OTHER
YPR175W	CYTOPLASM
YPR178W	CYTOPLASM
YPR179C	OTHER
YPR180W	OTHER
YPR182W	OTHER
YPR183W	OTHER
YPR184W	CYTOPLASM
YPR185W	CYTOPLASM
YPR186C	OTHER
YPR188C	OTHER
YPR189W	OTHER
YPR190C	OTHER
YPR191W	OTHER
