ID	Functional_category
YKL080W	VACUOLAR...
YKL081W	CYTOPLASM
YKL084W	LIPID PA...
YKL085W	MITOCHON...
YKL086W	CYTOPLASM
YKL088W	CYTOPLASM
YKL089W	SPINDLE ...
YKL092C	BUD NECK
YKL095W	NUCLEUS
YKL096W_A	ER
YKL101W	BUD NECK
YKL106W	MITOCHON...
YKL110C	CYTOPLASM
YKL112W	NUCLEOLUS
YKL113C	NUCLEUS
YKL114C	NUCLEUS
YKL116C	CYTOPLASM
YKL117W	CYTOPLASM
YKL119C	ER
YKL122C	ER
YKL125W	CYTOPLASM
YKL126W	CYTOPLASM
YKL127W	CYTOPLASM
YKL128C	CYTOPLASM
YKL129C	CYTOPLASM
YKL130C	CYTOPLASM
YKL135C	PUNCTATE...
YKL138C	MITOCHON...
YKL139W	NUCLEUS
YKL140W	LIPID PA...
YKL142W	CYTOPLASM
YKL143W	CYTOPLASM
YKL145W	NUCLEUS
YKL149C	NUCLEUS
YKL152C	CYTOPLASM
YKL154W	ER
YKL155C	MITOCHON...
YKL156W	CYTOPLASM
YKL157W	CYTOPLASM
YKL160W	NUCLEUS
YKL164C	NUCLEUS
YKL165C	Not visu...
YKL166C	NUCLEUS
YKL167C	MITOCHON...
YKL169C	CYTOPLASM
YKL170W	MITOCHON...
YKL173W	NUCLEUS
YKL179C	LIPID PA...
YKL180W	CYTOPLASM
YKL181W	CYTOPLASM
YKL182W	CYTOPLASM
YKL183W	NUCLEUS
YKL185W	NUCLEUS
YKL186C	NUCLEAR ...
YKL187C	CYTOPLASM
YKL189W	CYTOPLASM
YKL191W	CYTOPLASM
YKL193C	CYTOPLASM
YKL194C	CYTOPLASM
YKL195W	MITOCHON...
YKL197C	PUNCTATE...
YKL204W	CYTOPLASM
YKL205W	NUCLEAR ...
YKL206C	CYTOPLASM
YKL208W	MITOCHON...
YKL210W	CYTOPLASM
YKL211C	CYTOPLASM
YKL212W	ER
YKL213C	CYTOPLASM
YKL214C	CYTOPLASM
YKL215C	CYTOPLASM
YKR001C	PUNCTATE...
YKR002W	CYTOPLASM
YKR003W	CELL PER...
YKR006C	MITOCHON...
YKR007W	VACUOLAR...
YKR008W	NUCLEOLUS
YKR010C	NUCLEOLUS
YKR011C	NUCLEUS
YKR014C	CYTOPLASM
YKR016W	MITOCHON...
YKR018C	CYTOPLASM
YKR020W	PUNCTATE...
YKR022C	ER
YKR023W	CYTOPLASM
YKR024C	NUCLEOLUS
YKR025W	NUCLEUS
YKR026C	CYTOPLASM
YKR027W	GOLGI
YKR029C	NUCLEUS
YKR031C	Not Visu...
YKR036C	MITOCHON...
YKR037C	SPINDLE ...
YKR038C	NUCLEUS
YKR039W	ER
YKR041W	NUCLEUS
YKR042W	CYTOPLASM
YKR043C	CYTOPLASM
YKR044W	CYTOPLASM
YKR045C	CYTOPLASM
YKR049C	MITOCHON...
YKR052C	MITOCHON...
YKR054C	CYTOPLASM
YKR055W	CYTOPLASM
YKR057W	CYTOPLASM
YKR059W	CYTOPLASM
YKR060W	NUCLEOLUS
YKR062W	NUCLEUS
YKR063C	NUCLEUS
YKR065C	MITOCHON...
YKR066C	MITOCHON...
YKR067W	ER
YKR070W	MITOCHON...
YKR071C	CYTOPLASM
YKR072C	CYTOPLASM
YKR074W	CYTOPLASM
YKR075C	CYTOPLASM
YKR076W	CYTOPLASM
YKR077W	NUCLEUS
YKR078W	CYTOPLASM
YKR080W	CYTOPLASM
YKR081C	NUCLEUS
YKR082W	NUCLEAR ...
YKR084C	CYTOPLASM
YKR085C	MITOCHON...
YKR086W	CYTOPLASM
YKR088C	PUNCTATE...
YKR089C	LIPID PA...
YKR090W	CYTOPLASM
YKR092C	NUCLEOLUS
YKR093W	VACUOLE
YKR094C	CYTOPLASM
YKR095W	NUCLEAR ...
YKR096W	CYTOPLASM
YKR099W	PUNCTATE...
YKR103W	NUCLEUS
YLL001W	PUNCTATE...
YLL002W	NUCLEUS
YLL003W	SPINDLE ...
YLL006W	PUNCTATE...
YLL007C	CYTOPLASM
YLL008W	NUCLEUS
YLL010C	CELL PER...
YLL011W	NUCLEOLUS
YLL012W	LIPID PA...
YLL013C	CYTOPLASM
YLL015W	VACUOLAR...
YLL018C	CYTOPLASM
YLL018C_A	CYTOPLASM
YLL022C	NUCLEOLUS
YLL023C	ER
YLL024C	CYTOPLASM
YLL026W	CYTOPLASM
YLL027W	MITOCHON...
YLL028W	CELL PER...
YLL029W	CYTOPLASM
YLL031C	ER
YLL032C	CYTOPLASM
YLL034C	NUCLEUS
YLL036C	NUCLEUS
YLL039C	CYTOPLASM
YLL040C	PUNCTATE...
YLL041C	MITOCHON...
YLL043W	PUNCTATE...
YLL045C	CYTOPLASM
YLL048C	VACUOLAR...
YLL054C	NUCLEUS
YLL060C	CYTOPLASM
YLL061W	ER
YLR002C	NUCLEUS
YLR005W	NUCLEUS
YLR006C	CYTOPLASM
YLR011W	CYTOPLASM
YLR015W	NUCLEUS
YLR017W	CYTOPLASM
YLR018C	NUCLEAR ...
YLR020C	CYTOPLASM
YLR022C	CYTOPLASM
YLR023C	ER
YLR024C	CYTOPLASM
YLR025W	PUNCTATE...
YLR028C	CYTOPLASM
YLR032W	NUCLEUS
YLR033W	NUCLEUS
YLR034C	CYTOPLASM
YLR035C	CYTOPLASM
YLR035C_A	CYTOPLASM
YLR036C	CYTOPLASM
YLR038C	CYTOPLASM
YLR039C	PUNCTATE...
YLR042C	ER
YLR043C	NUCLEUS
YLR044C	NUCLEOLUS
YLR045C	SPINDLE ...
YLR048W	CYTOPLASM
YLR050C	ER
YLR051C	NUCLEOLUS
YLR052W	NUCLEUS
YLR055C	NUCLEUS
YLR056W	ER
YLR058C	CYTOPLASM
YLR059C	MITOCHON...
YLR060W	CYTOPLASM
YLR061W	CYTOPLASM
YLR063W	CYTOPLASM
YLR064W	ER
YLR065C	CYTOPLASM
YLR066W	ER
YLR067C	MITOCHON...
YLR068W	NUCLEOLUS
YLR069C	MITOCHON...
YLR071C	NUCLEUS
YLR072W	PUNCTATE...
YLR073C	PUNCTATE...
YLR074C	NUCLEUS
YLR075W	CYTOPLASM
YLR079W	CYTOPLASM
YLR080W	VACUOLAR...
YLR082C	CYTOPLASM
YLR083C	PUNCTATE...
YLR084C	BUD NECK
YLR085C	CYTOPLASM
YLR086W	CYTOPLASM
YLR088W	ER
YLR090W	CYTOPLASM
YLR091W	MITOCHON...
YLR094C	CYTOPLASM
YLR095C	CYTOPLASM
YLR096W	Not visu...
YLR100W	LIPID PA...
YLR102C	CYTOPLASM
YLR103C	CYTOPLASM
YLR105C	MITOCHON...
YLR106C	CYTOPLASM
YLR107W	NUCLEUS
YLR108C	MITOCHON...
YLR109W	CYTOPLASM
YLR110C	ER
YLR113W	CYTOPLASM
YLR114C	CYTOPLASM
YLR115W	NUCLEUS
YLR116W	NUCLEUS
YLR117C	NUCLEUS
YLR120C	ER
YLR126C	CYTOPLASM
YLR127C	CYTOPLASM
YLR129W	NUCLEUS
YLR130C	ER
YLR131C	CYTOPLASM
YLR132C	CYTOPLASM
YLR133W	CYTOPLASM
YLR134W	NUCLEUS
YLR135W	NUCLEUS
YLR136C	CYTOPLASM
YLR138W	CELL PER...
YLR139C	MITOCHON...
YLR141W	NUCLEOLUS
YLR142W	MITOCHON...
YLR143W	CYTOPLASM
YLR144C	CYTOPLASM
YLR146C	CYTOPLASM
YLR148W	PUNCTATE...
YLR149C	CYTOPLASM
YLR150W	CYTOPLASM
YLR153C	NUCLEUS
YLR166C	CELL PER...
YLR172C	CYTOPLASM
YLR175W	NUCLEUS
YLR176C	NUCLEUS
YLR178C	CYTOPLASM
YLR179C	CYTOPLASM
YLR180W	CYTOPLASM
YLR181C	PUNCTATE...
YLR182W	NUCLEUS
YLR183C	NUCLEUS
YLR185W	CYTOPLASM
YLR186W	CYTOPLASM
YLR187W	CYTOPLASM
YLR188W	MITOCHON...
YLR189C	CYTOPLASM
YLR190W	CYTOPLASM
YLR191W	PUNCTATE...
YLR192C	CYTOPLASM
YLR193C	MITOCHON...
YLR194C	ER
YLR196W	NUCLEUS
YLR197W	NUCLEOLUS
YLR199C	CYTOPLASM
YLR200W	CYTOPLASM
YLR201C	MITOCHON...
YLR203C	MITOCHON...
YLR204W	MITOCHON...
YLR206W	PUNCTATE...
YLR208W	PUNCTATE...
YLR210W	MITOCHON...
YLR211C	CYTOPLASM
YLR212C	SPINDLE ...
YLR215C	CYTOPLASM
YLR216C	NUCLEUS
YLR218C	CYTOPLASM
YLR219W	CELL PER...
YLR220W	NOT VISU...
YLR221C	NUCLEOLUS
YLR222C	NUCLEOLUS
YLR223C	NUCLEUS
YLR225C	CYTOPLASM
YLR226W	NUCLEUS
YLR228C	CYTOPLASM
YLR231C	CYTOPLASM
YLR234W	NUCLEUS
YLR237W	CELL PER...
YLR239C	MITOCHON...
YLR240W	PUNCTATE...
YLR244C	NUCLEUS
YLR245C	NUCLEUS
YLR248W	CYTOPLASM
YLR249W	CYTOPLASM
YLR253W	MITOCHON...
YLR254C	NUCLEUS
YLR257W	CYTOPLASM
YLR258W	CYTOPLASM
YLR260W	CYTOPLASM
YLR262C	ER
YLR262C_A	NUCLEUS
YLR263W	CYTOPLASM
YLR264W	CYTOPLASM
YLR265C	CYTOPLASM
YLR266C	CYTOPLASM
YLR268W	PUNCTATE...
YLR270W	CYTOPLASM
YLR271W	NUCLEUS
YLR272C	NUCLEUS
YLR275W	NUCLEUS
YLR277C	NUCLEUS
YLR281C	MITOCHON...
YLR285W	NUCLEUS
YLR287C	CYTOPLASM
YLR287C_A	CYTOPLASM
YLR289W	MITOCHON...
YLR290C	MITOCHON...
YLR292C	ER
YLR295C	MITOCHON...
YLR299W	CYTOPLASM
YLR300W	Not Visu...
YLR301W	CYTOPLASM
YLR309C	CYTOPLASM
YLR310C	CYTOPLASM
YLR312W_A	MITOCHON...
YLR313C	BUD NECK
YLR315W	SPINDLE ...
YLR316C	CYTOPLASM
YLR319C	CELL PER...
YLR321C	NUCLEUS
YLR323C	NUCLEUS
YLR324W	PUNCTATE...
YLR325C	CYTOPLASM
YLR327C	CYTOPLASM
YLR328W	CYTOPLASM
YLR332W	CELL PER...
YLR333C	CYTOPLASM
YLR335W	NUCLEAR ...
YLR336C	NUCLEOLUS
YLR344W	CYTOPLASM
YLR345W	CYTOPLASM
YLR346C	MITOCHON...
YLR347C	CYTOPLASM
YLR348C	MITOCHON...
YLR350W	ER
YLR351C	MITOCHON...
YLR353W	BUD NECK
YLR354C	NUCLEUS
YLR357W	NUCLEOLUS
YLR360W	PUNCTATE...
YLR362W	CYTOPLASM
YLR363W_A	NUCLEUS
YLR364W	CYTOPLASM
YLR367W	SPINDLE ...
YLR369W	MITOCHON...
YLR370C	CYTOPLASM
YLR372W	ER
YLR373C	NUCLEUS
YLR375W	NUCLEUS
YLR376C	CYTOPLASM
YLR378C	ER
YLR380W	CYTOPLASM
YLR381W	SPINDLE ...
YLR382C	MITOCHON...
YLR383W	CYTOPLASM
YLR384C	CYTOPLASM
YLR385C	NUCLEUS
YLR386W	VACUOLE
YLR387C	CYTOPLASM
YLR388W	CYTOPLASM
YLR392C	CYTOPLASM
YLR393W	MITOCHON...
YLR395C	MITOCHON...
YLR396C	PUNCTATE...
YLR397C	CYTOPLASM
YLR398C	CYTOPLASM
YLR399C	NUCLEOLUS
YLR401C	NUCLEUS
YLR403W	NUCLEUS
YLR409C	PUNCTATE...
YLR410W	NUCLEUS
YLR413W	CELL PER...
YLR418C	NUCLEUS
YLR420W	CYTOPLASM
YLR421C	NUCLEUS
YLR424W	NUCLEUS
YLR427W	CYTOPLASM
YLR429W	PUNCTATE...
YLR430W	NUCLEUS
YLR432W	CYTOPLASM
YLR433C	CYTOPLASM
YLR435W	NUCLEUS
YLR436C	CYTOPLASM
YLR438C_A	CYTOPLASM
YLR438W	CYTOPLASM
YLR440C	ER
YLR441C	CYTOPLASM
YLR442C	NUCLEAR ...
YLR447C	VACUOLAR...
YLR449W	NUCLEOLUS
YLR450W	NUCLEAR ...
YLR451W	NUCLEUS
YLR452C	CYTOPLASM
YLR453C	CYTOPLASM
YLR454W	CYTOPLASM
YLR455W	NUCLEUS
YLR457C	SPINDLE ...
YML001W	CYTOPLASM
YML004C	CYTOPLASM
YML005W	MITOCHON...
YML006C	CYTOPLASM
YML007C_A	MITOCHON...
YML008C	LIPID PA...
YML009C	MITOCHON...
YML010W	NUCLEUS
YML011C	NUCLEUS
YML012W	ER
YML013W	ER
YML014W	CYTOPLASM
YML016C	ER
YML017W	CYTOPLASM
YML018C	VACUOLAR...
YML020W	CYTOPLASM
YML021C	NUCLEUS
YML022W	CYTOPLASM
YML024W	CYTOPLASM
YML026C	CYTOPLASM
YML027W	NUCLEUS
YML028W	CYTOPLASM
YML030W	MITOCHON...
YML031W	NUCLEAR ...
YML032C	NUCLEUS
YML034W	NUCLEAR ...
YML035C	CYTOPLASM
YML038C	PUNCTATE...
YML041C	NUCLEUS
YML043C	SPINDLE ...
YML046W	NUCLEUS
YML048W	ER
YML049C	CELL PER...
YML051W	NUCLEUS
YML052W	plasma m...
YML055W	ER
YML056C	CYTOPLASM
YML057W	CYTOPLASM
YML058W	CYTOPLASM
YML058W_A	CYTOPLASM
YML059C	ER
YML060W	NUCLEUS
YML062C	NUCLEUS
YML063W	CYTOPLASM
YML064C	SPINDLE ...
YML067C	ER
YML069W	NUCLEUS
YML070W	CYTOPLASM
YML071C	PUNCTATE...
YML072C	CELL PER...
YML074C	NUCLEUOLUS
YML075C	NUCLEAR ...
YML076C	NUCLEUS
YML078W	MITOCHON...
YML079W	CYTOPLASM
YML080W	NUCLEUS
YML081C_A	MITOCHON...
YML081W	Not visu...
YML082W	CYTOPLASM
YML085C	MICROTUBULE
YML086C	MITOCHON...
YML088W	CYTOPLASM
YML091C	MITOCHON...
YML093W	NUCLEOLUS
YML094W	CYTOPLASM
YML095C	CYTOPLASM
YML096W	CYTOPLASM
YML097C	CYTOPLASM
YML098W	CYTOPLASM
YML099C	Not visu...
YML100W	CYTOPLASM
YML101C	ER
YML102W	NUCLEUS
YML103C	NUCLEAR ...
YML105C	CYTOPLASM
YML107C	NUCLEAR ...
YML108W	NUCLEUS
YML109W	CYTOPLASM
YML110C	MITOCHON...
YML111W	NUCLEUS
YML112W	CYTOPLASM
YML113W	NUCLEUS
YML115C	PUNCTATE...
YML117W	CYTOPLASM
YML120C	MITOCHON...
YML121W	VACUOLAR...
YML124C	MICROTUBULE
YML125C	ER
YML126C	NUCLEUS
YML127W	NUCLEUS
YML129C	MITOCHON...
YML131W	CYTOPLASM
YMR001C	BUD NECK
YMR002W	CYTOPLASM
YMR003W	MITOCHON...
YMR004W	PUNCTATE...
YMR009W	CYTOPLASM
YMR012W	CYTOPLASM
YMR014W	NUCLEUS
YMR015C	ER
YMR016C	NUCLEUS
YMR019W	NUCLEUS
YMR022W	ER
YMR023C	MITOCHON...
YMR024W	MITOCHON...
YMR026C	PUNCTATE...
YMR027W	CYTOPLASM
YMR029C	CYTOPLASM
YMR030W	MITOCHON...
YMR031C	PUNCTATE...
YMR032W	BUD NECK
YMR036C	CYTOPLASM
YMR037C	CYTOPLASM
YMR038C	CYTOPLASM
YMR039C	NUCLEUS
YMR042W	NUCLEUS
YMR043W	NUCLEUS
YMR044W	NUCLEUS
YMR047C	CYTOPLASM
YMR049C	CYTOPLASM
YMR052W	ER
YMR055C	SPINDLE ...
YMR056C	MITOCHON...
YMR058W	VACUOLE
YMR059W	MITOCHON...
YMR060C	MITOCHON...
YMR061W	NUCLEUS
YMR062C	MITOCHON...
YMR064W	MITOCHON...
YMR066W	MITOCHON...
YMR069W	CYTOPLASM
YMR070W	NUCLEUS
YMR071C	PUNCTATE...
YMR073C	CYTOPLASM
YMR074C	CYTOPLASM
YMR075W	NUCLEUS
YMR076C	NUCLEUS
YMR077C	VACUOLAR...
YMR078C	CYTOPLASM
YMR079W	CYTOPLASM
YMR080C	CYTOPLASM
YMR083W	MITOCHON...
YMR086W	CELL PER...
YMR089C	MITOCHON...
YMR091C	NUCLEUS
YMR092C	PUNCTATE...
YMR093W	NUCLEOLUS
YMR097C	MITOCHON...
YMR098C	MITOCHON...
YMR099C	CYTOPLASM
YMR104C	CYTOPLASM
YMR106C	NUCLEUS
YMR108W	MITOCHON...
YMR109W	PUNCTATE...
YMR111C	NUCLEOLUS
YMR112C	NUCLEUS
YMR113W	CYTOPLASM
YMR115W	MITOCHON...
YMR117C	SPINDLE ...
YMR119W	NUCLEAR ...
YMR120C	CYTOPLASM
YMR121C	NUCLEOLUS
YMR122W_A	ER
YMR123W	ER
YMR124W	PUNCTATE...
YMR125W	NUCLEUS
YMR127C	NUCLEUS
YMR128W	NUCLEUS
YMR129W	NUCLEAR ...
YMR131C	NUCLEUS
YMR132C	CYTOPLASM
YMR134W	ER
YMR135C	CYTOPLASM
YMR137C	CYTOPLASM
YMR138W	CYTOPLASM
YMR139W	CYTOPLASM
YMR140W	CYTOPLASM
YMR142C	CYTOPLASM
YMR144W	NUCLEUS
YMR145C	MITOCHON...
YMR149W	ER
YMR152W	ER
YMR153W	NUCLEAR ...
YMR157C	MITOCHON...
YMR159C	CYTOPLASM
YMR160W	MITOCHON...
YMR162C	CYTOPLASM
YMR165C	CYTOPLASM
YMR166C	MITOCHON...
YMR167W	CYTOPLASM
YMR168C	MICROTUBULE
YMR169C	CYTOPLASM
YMR170C	CYTOPLASM
YMR171C	PUNCTATE...
YMR172W	NUCLEOLUS
YMR173W	CYTOPLASM
YMR174C	CYTOPLASM
YMR176W	CYTOPLASM
YMR177W	MITOCHON...
YMR178W	CYTOPLASM
YMR179W	CYTOPLASM
YMR183C	PUNCTATE...
YMR184W	CYTOPLASM
YMR186W	CYTOPLASM
YMR192W	CYTOPLASM
YMR193W	NUCLEOLUS
YMR194W	CYTOPLASM
YMR196W	CYTOPLASM
YMR198W	CYTOPLASM
YMR199W	CYTOPLASM
YMR200W	ER
YMR201C	NUCLEOLUS
YMR204C	PUNCTATE...
YMR207C	MICROTUBULE
YMR208W	CYTOPLASM
YMR212C	CELL PER...
YMR215W	ER
YMR216C	CYTOPLASM
YMR218C	PUNCTATE...
YMR219W	NUCLEAR ...
YMR220W	CYTOPLASM
YMR221C	VACUOLE
YMR223W	NUCLEUS
YMR224C	MUCLEUS
YMR225C	MITOCHON...
YMR226C	CYTOPLASM
YMR227C	NUCLEUS
YMR229C	NUCLEUS
YMR230W	CYTOPLASM
YMR231W	PUNCTATE...
YMR232W	CYTOPLASM
YMR234W	CYTOPLASM
YMR235C	CYTOPLASM
YMR236W	NUCLEUS
YMR237W	PUNCTATE...
YMR238W	ER
YMR239C	NUCLEUS
YMR240C	NUCLEUS
YMR241W	MITOCHON...
YMR242C	CYTOPLASM
YMR243C	VACUOLAR...
YMR244C_A	CYTOPLASM
YMR246W	LIPID PA...
YMR250W	CYTOPLASM
YMR252C	MITOCHON...
YMR255W	CYTOPLASM
YMR256C	MITOCHON...
YMR257C	Not visu...
YMR258C	CYTOPLASM
YMR260C	CYTOPLASM
YMR261C	CYTOPLASM
YMR263W	NUCLEUS
YMR264W	ER
YMR266W	CELL PER...
YMR268C	CYTOPLASM
YMR269W	NUCLEOLUS
YMR270C	NUCLEOLUS
YMR272C	ER
YMR275C	CYTOPLASM
YMR276W	CYTOPLASM
YMR277W	NUCLEUS
YMR278W	CYTOPLASM
YMR281W	CYTOPLASM
YMR282C	MITOCHON...
YMR284W	NUCLEUS
YMR285C	CYTOPLASM
YMR286W	MITOCHON...
YMR287C	MITOCHON...
YMR288W	NUCLEUS
YMR289W	CYTOPLASM
YMR291W	CYTOPLASM
YMR292W	ER
YMR293C	MITOCHON...
YMR296C	ER
YMR297W	CYTOPLASM
YMR299C	PUNCTATE...
YMR300C	CYTOPLASM
YMR301C	MITOCHON...
YMR302C	MITOCHON...
YMR303C	CYTOPLASM
YMR304W	CYTOPLASM
YMR308C	CYTOPLASM
YMR309C	CYTOPLASM
YMR310C	NUCLEUS
YMR313C	LIPID PA...
YMR315W	CYTOPLASM
YMR318C	CYTOPLASM
YMR319C	CELL PER...
YNL001W	CYTOPLASM
YNL004W	NUCLEUS
YNL005C	MITOCHON...
YNL007C	CYTOPLASM
YNL008C	NUCLEAR ...
YNL015W	CYTOPLASM
YNL016W	CYTOPLASM
YNL020C	PUNCTATE...
YNL021W	NUCLEUS
YNL022C	NUCLEUS
YNL025C	NUCLEOLUS
YNL027W	CYTOPLASM
YNL030W	NUCLEUS
YNL032W	CYTOPLASM
YNL035C	NUCLEUS
YNL036W	CYTOPLASM
YNL037C	MITOCHON...
YNL039W	NUCLEUS
YNL040W	CYTOPLASM
YNL041C	PUNCTATE...
YNL042W	NUCLEUS
YNL044W	PUNCTATE...
YNL045W	CYTOPLASM
YNL046W	ER
YNL048W	Not visu...
YNL049C	PUNCTATE...
YNL051W	PUNCTATE...
YNL052W	MITOCHON...
YNL053W	CYTOPLASM
YNL055C	MITOCHON...
YNL056W	CYTOPLASM
YNL059C	NUCLEUS
YNL061W	NUCLEOLUS
YNL062C	NUCLEUS
YNL064C	NUCLEUS
YNL065W	VACUOLE
YNL066W	MITOCHON...
YNL067W	CYTOPLASM
YNL068C	NUCLEUS
YNL071W	MITOCHON...
YNL072W	CYTOPLASM
YNL073W	MITOCHON...
YNL074C	CYTOPLASM
YNL076W	CYTOPLASM
YNL077W	CYTOPLASM
YNL081C	MITOCHON...
YNL083W	MITOCHON...
YNL084C	PUNCTATE...
YNL085W	CYTOPLASM
YNL087W	CELL PER...
YNL088W	NUCLEUS
YNL090W	CYTOPLASM
YNL091W	CYTOPLASM
YNL094W	CYTOPLASM
YNL095C	ER
YNL096C	CYTOPLASM
YNL097C	NUCLEUS
YNL098C	CYTOPLASM
YNL102W	NUCLEUS
YNL103W	NUCLEUS
YNL104C	MITOCHON...
YNL106C	PUNCTATE...
YNL108C	CYTOPLASM
YNL111C	ER
YNL112W	CYTOPLASM
YNL113W	NUCLEOLUS
YNL116W	CYTOPLASM
YNL118C	CYTOPLASM
YNL119W	CYTOPLASM
YNL121C	MITOCHON...
YNL122C	MITOCHON...
YNL123W	NUCLEUS
YNL124W	NUCLEUS
YNL125C	Not visu...
YNL126W	SPINDLE ...
YNL127W	CYTOPLASM
YNL132W	PUNCTATE...
YNL133C	NUCLEUS
YNL134C	CYTOPLASM
YNL135C	CYTOPLASM
YNL136W	NUCLEUS
YNL137C	MITOCHON...
YNL138W	CYTOPLASM
YNL139C	NUCLEUS
YNL141W	CYTOPLASM
YNL142W	CELL PER...
YNL143C	CYTOPLASM
YNL146W	ER
YNL147W	CYTOPLASM
YNL148C	CYTOPLASM
YNL149C	ER
YNL152W	CYTOPLASM
YNL153C	CYTOPLASM
YNL154C	Not visu...
YNL155W	CYTOPLASM
YNL156C	ER
YNL157W	NUCLEUS
YNL158W	NUCLEAR ...
YNL162W	CYTOPLASM
YNL162W_A	CYTOPLASM
YNL163C	CYTOPLASM
YNL164C	CYTOPLASM
YNL166C	BUD NECK
YNL167C	NUCLEUS
YNL168C	MITOCHON...
YNL169C	MITOCHON...
YNL172W	CYTOPLASM
YNL173C	CELL PER...
YNL175C	NUCLEUS
YNL176C	CYTOPLASM
YNL177C	MITOCHON...
YNL180C	NUCLEUS
YNL183C	CYTOPLASM
YNL185C	MITOCHON...
YNL186W	NUCLEUS
YNL189W	NUCLEAR ...
YNL191W	CYTOPLASM
YNL194C	CELL PER...
YNL197C	CYTOPLASM
YNL198C	MITOCHON...
YNL200C	CYTOPLASM
YNL201C	NUCLEUS
YNL206C	NUCLEUS
YNL207W	CYTOPLASM
YNL209W	CYTOPLASM
YNL211C	Not visu...
YNL213C	MITOCHON...
YNL214W	PUNCTATE...
YNL216W	NUCLEUS
YNL218W	NUCLEUS
YNL219C	ER
YNL220W	CYTOPLASM
YNL221C	CYTOPLASM
YNL224C	CYTOPLASM
YNL225C	SPINDLE ...
YNL227C	CYTOPLASM
YNL229C	CYTOPLASM
YNL231C	LIPID PA...
YNL232W	NUCLEUS
YNL233W	BUD NECK
YNL236W	CYTOPLASM
YNL238W	PUNCTATE...
YNL239W	MITOCHON...
YNL241C	CYTOPLASM
YNL242W	CYTOPLASM
YNL243W	CELL PER...
YNL245C	NUCLEUS
YNL246W	NUCLEUS
YNL250W	NUCLEUS
YNL251C	NUCLEUS
YNL254C	CYTOPLASM
YNL255C	CYTOPLASM
YNL256W	MITOCHON...
YNL257C	CYTOPLASM
YNL258C	CELL PER...
YNL259C	CYTOPLASM
YNL261W	CYTOPLASM
YNL262W	NUCLEUS
YNL264C	CYTOPLASM
YNL265C	PUNCTATE...
YNL267W	CYTOPLASM
YNL268W	CELL PER...
YNL271C	BUD NECK
YNL272C	BUD NECK
YNL274C	CYTOPLASM
YNL277W	CYTOPLASM
YNL278W	CYTOPLASM
YNL280C	NUCLEAR ...
YNL281W	CYTOPLASM
YNL282W	NUCLEUS
YNL283C	CELL PER...
YNL284C	MITOCHON...
YNL286W	NUCLEUS
YNL287W	PUNCTATE...
YNL288W	CYTOPLASM
YNL290W	NUCLEUS
YNL293W	CYTOPLASM
YNL297C	PUNCTATE...
YNL298W	BUD NECK
YNL301C	CYTOPLASM
YNL302C	CYTOPLASM
YNL304W	CYTOPLASM
YNL306W	MITOCHON...
YNL307C	CYTOPLASM
YNL308C	NUCLEOLUS
YNL309W	NUCLEOLUS
YNL310C	MITOCHON...
YNL311C	CYTOPLASM
YNL312W	NUCLEOLUS
YNL313C	CYTOPLASM
YNL316C	CYTOPLASM
YNL317W	NUCLEUS
YNL322C	ER
YNL323W	ER
YNL325C	VACUOLAR...
YNL327W	CELL PER...
YNL328C	MITOCHON...
YNL329C	PUNCTATE...
YNL330C	MIX CULT
YNR001C	MITOCHON...
YNR004W	NUCLEOLUS
YNR006W	PUNCTATE...
YNR009W	NUCLEUS
YNR010W	NUCLEUS
YNR011C	NUCLEUS
YNR012W	CYTOPLASM
YNR013C	ER
YNR014W	CYTOPLASM
YNR015W	PUNCTATE...
YNR016C	PUNCTATE...
YNR017W	MITOCHON...
YNR019W	ER
YNR021W	ER
YNR024W	NUCLEUS
YNR026C	ER
YNR028W	NOT VISU...
YNR029C	CYTOPLASM
YNR030W	ER
YNR031C	CYTOPLASM
YNR032W	CYTOPLASM
YNR033W	CYTOPLASM
YNR034W_A	CYTOPLASM
YNR035C	PUNCTATE...
YNR038W	NUCLEOLUS
YNR040W	MITOCHON...
YNR041C	MITOCHON...
YNR043W	CYTOPLASM
YNR044W	ER
YNR045W	MITOCHON...
YNR046W	CYTOPLASM
YNR047W	CYTOPLASM
YNR048W	CYTOPLASM
YNR049C	BUD NECK
YNR050C	CYTOPLASM
YNR051C	CYTOPLASM
YNR052C	CYTOPLASM
YNR053C	NUCLEUS
YNR055C	CELL PER...
YNR056C	CELL PER...
YNR075W	CELL PER...
YOL001W	CYTOPLASM
YOL005C	NUCLEUS
YOL006C	NUCLEOLUS
YOL010W	NUCLEUS
YOL011W	PUNCTATE...
YOL012C	NUCLEUS
YOL013C	ER
YOL016C	CYTOPLASM
YOL017W	CYTOPLASM
YOL019W	CELL PER...
YOL020W	CELL PER...
YOL021C	CYTOPLASM
YOL022C	CYTOPLASM
YOL023W	MITOCHON...
YOL027C	MITOCHON...
YOL028C	NUCLEUS
YOL030W	ER
YOL031C	CYTOPLASM
YOL032W	NUCLEUS
YOL033W	MITOCHON...
YOL034W	Not Visu...
YOL038W	NUCLEUS
YOL039W	CYTOPLASM
YOL041C	NUCLEUS
YOL042W	MITOCHON...
YOL044W	PUNCTATE...
YOL049W	CYTOPLASM
YOL051W	NUCLEUS
YOL052C	CYTOPLASM
YOL052C_A	CYTOPLASM
YOL054W	NUCLEOLUS
YOL055C	CYTOPLASM
